review_date,rating,reviews
30 September 2013,10.0,"Amazing. Fantastic. Wonderful. Dramatic. Intense. Terrific. Fabulous. Tremendous. I can't come up with enough adjectives to describe how great this show is. I didn't even know what it was about when I started watching it, which made it that much better. I started watching it on Netflix after the system hounded me endlessly to try it, and finished it on cable, since Netflix didn't have the last episodes."
12 October 2019,10.0,"I just needed to say this: Best TV show in TV history until today and probably ever.
Thankful to have been alive to watch it as it aired.
Words will never make this show justice.
A masterpiece."
12 November 2017,10.0,"OK, we all know the synopsis: gifted but henpecked high school chemistry teacher gets lung cancer and decides to cook world class meth, hijinks ensue. But it's much more than that."
26 October 2013,10.0,This is my first review on IMDb and until now I didn't feel like writing one. That is until I saw Breaking Bad. 
7 August 2020,10.0,"I regret not having seen this tv show before. This is one of the greatest master pieces ever created: the screenplay, the acting, the evolution of each character, the cinematography and the finale... everything is just perfectly constructed. I completely loved it. Bravo!"
27 August 2013,10.0,"The sudden change of a common man. Walter White, placid high school teacher, was taken ill with an incurable disease. Turns out not to have anything to lose by becoming a drug dealer to ensure a bright future for his family."
23 October 2022,10.0,"5 seasons that's a lot of episodes. S1, 2 & 5 are awesome, while S3 & 4 are slow sometimes, like dragging a bit but I didn't skip and binge watched the whole series in about 2 weeks. The character Walter White got my sympathy in the beginning when he did what he did ""for the family"", but later he developed into a selfish, greedy monster that only cares about what he want even though that means sacrificing others. Despite all he did he got nothing in the end... The story is well-written and well-executed, exciting with twists and turns all the way and the psychological changes of the main characters are very well depicted."
28 April 2020,10.0,"What a outstanding Show it is. How Good the can be after this. Not a single Sequence of the season is dull.
Most iconic Acting Performance from each Charecters
Walter White & Jesse PinkMan Oh my Ghod ! I really do not want to call Them with their original names even
Strong Story , Best Screenplay , Best Plot till now.Even Each episode has Cracking Dialogues. I mean if you have not watched BB
""You are in Danger & I am the Man who knocks the Door"""
27 April 2020,7.0,"For the most part I am eager to praise great acting for all five seasons, but when it comes to the story line I feel they should have either ended with the 3rd season, or approached it with more thought over sensationalism and shock tactics."
30 April 2016,1.0,"Out of curiosity I borrowed the Breaking Bad DVDs from a friend and watched all episodes before writing this comment. So the first few episodes are okay, some of them are even good. But then it's getting less interesting and I have to say some of the episodes are not just plain stupid, but really really stupid that you would hate yourself and regret having watched it. For instance, there is this one episode (forgot the season and episode number) where these Walter and Jesse guys spend the entire half-hour chasing a fly. And add to that another five to ten minutes of Walter explaining to Jesse why the lab has to be clean. "
26 April 2020,10.0,Can't believe I didn't watch this for years until my partner played an episode of it (his third time then)
26 May 2019,10.0,No matter what genre you like.. Ones you start watching it its impossible to stop. Be ready for hangover of lifetime. . .
3 November 2013,10.0,"I am not into Television series. This was my first attempt and boy, did it blow my mind!"
9 June 2020,10.0,"Breaking bad is the best show I have ever watched, with an amazing story, the GREATEST acting, especially Walt and Jesse. Many may stop watching this because of the first 5 episodes but PLEASE KEEP WATCHING. I felt the same but the ""long"" intro on Wlat's boring and horrible life is CRUCIAL in order to understand this psychological masterpiece."
6 August 2020,9.0,"I am not even at 5th season, but let me say till now this has won my heart.
First 2 seasons took 9 months to me but now gave a change and now I regret why did I give up.
My rating might go up as expectation, let me see the 5th season."
16 January 2014,10.0,"We are all wondering who we are. The true self. The very big ""I"" definition. So, as a youngster, I am obsessed with the question of finding my own self, which is the thing I constantly look for in every piece of art I ever have the fortune to look at. Songs, paintings, photographs, novels all full of characters trying to figure out who they are. Some of them failed and some of them succeeded, but very few of them, not to my recollection, ever hit me as hard in the feeling as Walter White and Jesse Pinkman did. Their journey, together and separately, totally rip the heart out of me."
3 February 2014,10.0,"I don't know what to say about this show.... there are not enough words in the English language to describe the amazing-ness of this television series! I didn't ever watch this show when it was on the air...because I didn't wanna buy into all the hype..... i was stuck on my usual shows like ""Entourage""...""boardwalk empire""...""homeland""...etc.. and not taking anything away from those shows...i LOVE those series also....but something about Breaking Bad is just... different. This show hits a nerve.... it is entertainment from minute 1 to 60....the writers of the show are nothing short of genius! I'm currently not even finished season 4 yet..but I have been watching them all back to back since season 1....and it is literally the only thing i want to watch. Addiction to the show is an understatement. I'm telling you right now...if you have gone this long without seeing this show... do yourself a favor and buy season 1.... make sure u watch AT LEAST 3 episodes in a row.. (that's the usual number that I find it takes to get into a new show)...and I guarantee you...YOUR HOOKED! Like the meth in the show....the show is the addiction!"
16 September 2012,10.0,"I started watching the show with my wife, we almost finished season 1 in couple of days. I can't wait to go get the rest of all the other seasons. Bryan Cranston's (the main character) acting is Oscar material. I wonder why I haven't known about his previous works! I guess I am going to research him and get some of his old stuff. Aaron Paul (Jesse) was the perfect pick for this role, my wife and I fell in love with his character more and more after each episode. RJ Mitte (Walter Jr.) in my opinion is a super star. The kind of kid that you'd love to adopt. He's full full of love and compassion to his family. I do watch a lot of TV!!! And frankly this is the only one that I have enjoyed as much as the Sopranos! Buy it or rent it, I highly recommend it."
30 September 2013,,"The Show Is Killer Seriously,Delight And Wonderful Every Imaginable Way And Show Never Lost Its Height Or May Not Being Dull At All & Its Making Fly You High For Days Only One Bump And Telling You What Mr.Gilligan's Best Work Be Careful When You Saw It You'll Never Gonna Regret This At All."
7 October 2023,7.0,It was Good But definitely not a 9.5/10
23 December 2014,1.0,"This has got to be one of the worst TV shows of all time. What do you people see in it? I wanted all the characters killed off except for Saul and the cop. Plot's dull. Story lines stupid. The women characters are weak and the show make them all look like bickering airheads. Maybe it's because USA is full of druggies and that's why they like it so much? Games of Thrones and Hell on Wheels are thousand times better than this terrible, terribleshow. There's wit and substantive dialogue. I had a terrible migraine after finishing the 2nd season of Breaking Bad. Maybe people can related b/c they all do drugs. I don't know. I'm still trying to figure this out."
30 September 2013,10.0,"Easily one of the best written shows in television history to date. I was engrossed in it from the start, through every single episode and it never lapsed in the drama or cheated its characters or the story. Stunning and gritty and wholly excellent. The devil is in the details, nothing wasted, everything meaningful down to the camera angles and foreshadowing."
13 October 2019,10.0,"This series set in the years 2008-2009 is a must, I cannot recommend it enough. With an apparently not very appealing central plot (without spoiler), a 50-year-old high school chemistry teacher in Albuquerque diagnosed with stage-3 lung cancer who takes the decision to produce and sell drugs with a former student, the series grabs you in a witty plot full of suspense, black humor and violence during which the main character, Walter White played by Bryan Cranston, evolves while the spectator's feelings towards him do so as well."
16 May 2021,10.0,"I just finished this show. I went downstairs, took a drink of water, went back up, and said... ""Well, guess it's time re-watch it again!"" lol."
13 April 2012,10.0,"Very rarely do you see a piece of television that stretch beyond the context of the nature of the shows premise to a level whereby viewers genuinely care for the characters. Even rarer than this, is to have a series that depict the dark seedy underbelly of our drug ridden society leaving the viewer compassionate for the producer of such an illicit substance and hoping in all regards to have the drug cook find ultimate wellbeing and a happy ending."
1 January 2010,10.0,"Seasons 1 and 2 have recently been shown on UK digital TV on the ""Five USA"" channel. They've packed the whole lot into about ten weeks, and I have been gripped since the first seconds."
16 May 2021,10.0,Do you want to see perfection.here it is.the best show I have seen in my life.
13 August 2020,10.0,Although first season wasn't the best it will remain one of the best TV series of all time
24 April 2012,10.0,"I cant state enough how awesome the director and script is in this show. Its like Dexter with good artists and script. Pace is slow, but you are actually never bored. The show has no clichés, weird untrustworthy characters or poor acting. A MUST watch, give it at least two episodes before making up your mind."
4 February 2021,,Not much to say except this show is the best ever made.
29 September 2021,7.0,Is it just me or this series suffers a downgrade from the 3rd season?
17 November 2018,5.0,This show was okay but I loved the lines that they had and my favorite character was Jesse.
8 August 2020,10.0,"OK, so Breaking Bad is not a show I would normally watch, because it's very dark, has some language I don't like, and has plenty of (at times, very shocking!) violence. But in February of this year (2020) AMC was showing it on Sundays, and the first episode sucked me right in. Y'all this show really is the best ever!. I had heard about it, but I knew it was violent, and normally I'm very sensitive to that. But I digress. It's truly the most amazing show I've ever seen, and it's ruined regular TV for me. Amazing plot twists, some dark humor which I love, incredible cinematography, great cast, a good soundtrack, etc. Everyone on the show is awesome, of course, but Cranston is incredible. Sorry, I'm jumping all over the place, but if you're reading reviews for it you know you wanna watch it. I've only watched the entire series three times since February ( and hope to watch again soon) , so I kinda like it :)"
31 March 2016,10.0,As someone who has been watching TV for a long time I can safely say that Breaking Bad is the greatest of them all.
1 July 2010,10.0,I don't often begin singing a show's praises until I've seen most of the series and it has been canceled. Even less often do I come on here and write a review for it. But in the past two weeks as I've begun watching Breaking Bad I have the same kind of excitement for this show as I've had in the past with other favorite shows of mine like The X-Files or Lost.
2 June 2019,10.0,"If you asked me prior to April 2019 to pit the two most critically acclaimed TV series against each other - as fair or unfair as it is based on the fact that they are two completely different shows, but if you boiled it down to the basics I would've told you that Game of Thrones was ever-so-slightly better than Breaking Bad...the former has some complexities and ""holy *four letter word*"" moments that are just unmatched by anything I've ever watched. And I may be one of the few that did not mind the last season of GoT and it's resolution, but also agree with the masses in the decline in quality and nuance (what both shows are notorious for) of GoT's last season, couple with a fair amount of wasted potential and forgone character development in the last season. I think we all are guilty of coming up with our own intermediate/extended scenes in our minds to satisfy or complement what we saw on the actual TV screen."
7 January 2016,10.0,"I cannot give this show enough praise. I have seen a lot of TV shows including the Sopranos, Game Of Thrones, The Wire, Mad Men etc and none of them compare to Breaking Bad. Breaking Bad is a work of art. Intelligently written and amazingly well acted. Even two years after Breaking Bad ended, it is still hands down the best show I've ever seen in my life and I don't think anything will surpass in my lifetime. Every time I rewatch this phenomenal series I always discover something new and pick up on things that I missed before. Each season only gets better and better. The characters are also amazing and complex. Bryan Cranston and Aaron Paul are the two standouts as they give the best performances that I have ever had the pleasure of witnessing on television. The on screen chemistry between these two actors is unreal. The Walt and Jesse relationship is the heart and soul of Breaking Bad.Anna Gunn,Dean Norris, Johnathan Banks, Giancarlo Esposito, Bob Odenkirk,Betsy Brant and RJ Mitte are also incredible on this show. Vince Gilligan your a genius. Thank you for giving us this outstanding work of art that will surely stand the test of time. Another thanks to all the outstanding cast and writers and directors for the success of this show. Trust me when I say that Breaking Bad really deserves all the hype it gets. I would give it more than a 10/10 if I could because this show deserves that and so much more. Seriously, if you haven't seen it yet then WATCH IT NOW!!!!! You won't be disappointed."
7 June 2010,10.0,"For over a year, I had a chance to watch this show on Comcast ON DEMAND. I watched the first episode of season two a couple of times, but never got past the first five or so minutes."
30 September 2013,10.0,"This review doesn't contain any spoilers, because I wouldn't forgive myself if I ruined this show for anyone! "
31 July 2014,10.0,"what makes this show popular and loved throughout is its simplicity and the absolute premise that it sets in the very first pilot itself,i.e a dying man wants to make his family financially secure even after he is dead. The character of Walter White cannot be hated,for he is sad,introvert,bully to his brother-in-law,under-employed for his qualifications and has been an under achiever all his life. This gets the viewers feel his emotions and urgency of his cause. After this premise has been set in the pilot,thus starts the joy ride of Walter White's struggle from a chemistry teacher to the most prolific Crystal meth cook and drug agent/smuggler till the end. Its the character development of Walter White over due course that accounts for the name of the show,which means over time he gets socially good-bad-worse,i.e. he can go leaps and bounds without any restrictions and hesitations to do that suits him the best. The makers have done a good job with not complicating the plot with lots of FBI agents,cars,chases,surveillance strategies,fancy dialogue and good looking tanned actors with accomplished body. Hence this made the show unique in the popular DRUGS-MAFIA genre and all the actors were brilliant for their respective characters.Also the pace of the show is just perfect for the characters in depth analysis and dilemma portrayal,which accordingly justifies the good and evil of every character in the show."
23 February 2018,,"I really wonder how this hustler paid himself #3 top rated series. 
And Hannibal, which's better than Breaking bad, standing on the right spot"
6 January 2012,7.0,"To be honest i don't know why this TV series is being called one of the best shows ever created by critics. In series 1 you are introduced to the characters and Walter finds out about his cancer. Nearly all the episodes in the first season are slow paced but this isn't always a bad thing but sometimes it is for example a man is kept in a basement for 4 episodes and you may not think this is long but it is for a 7 episode series. And also the whole show is suppose to be about Walter and Jesse cooking and selling meth, however they barely sell any in the first season. To be honest the only thing that kept me watching was the amazing acting. And it was only from a few characters...everyone was on top form. The second season is where the show starts getting good. No episode is slow paced and now there is some guaranteed action such as a shootout or fights. Unlike the first series where there was barely any action violence. Also This is a 13 episode season which i think is a good amount of episodes. Also everything is on a bigger scale like the deals, buyer, and basically all situations and trust me its keeps getting better from here."
20 October 2018,2.0,"Decided to watch Breaking Bad after hearing nothing but good things about it for years. The first season was great, really interesting and intriguing. Then it just went kind of downhill from there. A few times it would pick up, but over all boring. I actually don't understand how this show has such great reviews and why it's said to be one of the best TV shows made. The characters consistently did things out of character, or I couldn't understand what their motivations were coming from. I would recommend first season, and after that just stop. It's not worth watching the other four. I wish I would have stopped and watched something else."
9 May 2016,9.0,"It is a wonder, and a great mistake on my behalf, that I only got around to watch ""Breaking Bad"" now in 2016, because I have really been missing out on something phenomenal. What initially made me stay away from the series back when it was airing was the premise of a cancer-struck teacher making methamphetamine. I mean, how much fun could a TV series about such a thing be? But I was put to shame, multiple times over, because ""Breaking Bad"" is nothing short of extraordinarily spectacular."
12 July 2011,10.0,1/ Because it makes other shows look bad 
7 October 2020,10.0,"If you ever want to see another show again. Its getting lame to watch any other kind of television drama again which is not as good as BB. And I haven't Seen anything close to it.
This show feels so real, i have never seen better acting in my life."
3 April 2016,10.0,"What we have here, in this show, is the art of character construction taken to perfection. Every single one of them is believable and their actions do not seem like fiction, on the contrary, it looks like they behave as anyone would if pushed to the same limits. But only good build characters wouldn't make this show what it is. Added to that, the directing was precise and the screenplay never gave to much, and put WOW moments in right amount and pace (there are a lot of twists, but the show doesn't rely on them to keep you watching it). "
7 May 2015,10.0,"Oh yeah...thats true ...I was never an addict before watching this but this TV series made me an addict ...of a TV serial :) For the first time in life i found myself compulsively addicted to watch a season continuously. I just could not get it off my head, could not resist watching it ..found drawn , pulled or sucked by Breaking Bad into itself n I was not able help myself , totally out of my own control. I had seen entire 5 (or 6 ?) seasons of Breaking Bad ; all 62 episodes in over weekend . I started watching Friday night as a friends suggested me this series, ; but I told him ""well I am not a big fan of TV series but am more of a movies guy"" ; But when it started it turned out to be one big hell of a movie ...60 hours long !!just started as timepass I started with First episode to get a sleep but this literally took away all the sleep And all this time i watching it continuously obsessively without moving , without bath , just eating chips n junk food all the while . And by the time I finished it and woke up next morning ...I didn't even knew what day it was? Is it Monday or Tuesday or Wednesday? This may seem an extreme reaction to Breaking Bad but i guess it was worthy of what this is ..Truly Awesome !!! I guess i was behaving like a junkie ...lingering in my couch ...shabby , unclean ...just watching it and feeling myself a part of parallel universe where Breaking Bad isn't a TV series and I am not a viewer but a part of it ...or where I am the who knocks :) Its a trip down your innermost fears , desires , ambitions , conflicts and confusion in all of it."
21 October 2012,10.0,"Thanks to netflix and vudu, I've just spent the last three weeks getting up to speed on all currently available mind-blowing episodes of what has to be the most lethally addictive, stunningly compelling, brilliantly written and performed non-major-network television series in the history of the medium."
13 February 2021,10.0,"For the longest time I've heard how Breaking Bad is one of, if not, the best TV show to ever exist. After finally seeing it for the first time, I can agree."
6 September 2015,10.0,"It's amazing that a show this dark can be so compelling. It's amazing that a show about a man committing multiple felony drug crimes, murders, body dissolving and other heinous acts can, at the same time, be so funny and touching and sensitive. "
26 December 2023,6.0,I must be the only one who would be writing such review.... HAHA. Probably the only one with such low rating.
19 May 2018,1.0,"So, just like a lot of the negative posts on here, I also bought into the hype and watched it based on that alone. And then, just like everyone else who wasn't impressed as they worked their way through it, I went along with the 'stick with it, it gets soooo much better' advice. Only to end up (with the exception of a few supporting characters), finding the entire thing anti-climatic and pretty dull. What made things worse was that everyone was going crazy for this guy Walt that I felt like a creature from another planet when I discovered that I absolutely, most definitely couldn't stand him. I despised everything about him. He had delusions of grandeur, but put no effort into making a success of himself, but was bitter and resentful of others who'd succeeded. He may have started out with good intentions when he got involved in the meth business, but eventually it's pretty obvious that he continues to do it in order to feed his bloated, narcissistic ego.Normally with a character like this, you find some trait that balances out the bad and eventually creates some kind of empathy. But it never happened here for me.
I stuck it out right to the bitter end, where I finally got my reward when I watched him die. Best moment of the whole goddamn thing."
10 June 2020,10.0,"Every episode is excellent, so the quality of the series is very reliable. 10/10. Breaking Bad = Freaking Sad."
19 January 2020,10.0,"""BREAKING BAD"" is an experience, not a show. You live this series, you don't watch it. I can't say any of the characters' names without an awe-filled ""ahh"" before them. ""Ahh... Walt..."" ""Ahh... Gus..."" and so on. ""BREAKING BAD"" is transcendent."
22 August 2020,10.0,"At first, I was curious, then hooked, then captivated and in the end, I was left bewitched more than with any other TV show or movie, ever. Be aware that because 'Breaking Bad' will most likely, leave you with a sense of permanent nostalgia for the show you may need to rewatch it or find a surrogate as the prequel ""Better Call Saul"" to fill the gap after its finished. All these because of its fascinating script, mesmerizing performances, and solid character building."
27 November 2020,10.0,"This show is a masterpiece. Every single detail, even the tiniest, is perfect. The acting from EVERY single actor/actress, the plot, the setting. Everything is perfect. There is a reason that people still talk about this show in 2020. This is a timeless piece of art that will always be in people's thoughts."
2 June 2021,10.0,10 is not enough for it. I can not describe how great it is.
7 June 2021,10.0,Just watch few days ago and I still cannot move on. Amazing story line and superb acting. Definitely a must watch TV show before you die kinda thing.
2 December 2020,10.0,"The best series i have seen my whole life, it's like your feeling is messy after watch this"
8 June 2021,10.0,"Breaking bad is the king of series
Best in drama and character development os outstanding. If you are a series lover then breaking bad is a must watch series at all."
5 April 2023,7.0,The point is actually not the jokes on the series but there was something else that everyone may notice that this series has too many slow scenes i mean i cant understand why its like that. Always feels bad while watching it. Yea maybe the director wants it that way but look what happen now. A show that goes slower than a tortoise. Characters are actually good on their jobs cant say anything about that one. Walter white was on bad way and u cant know whats next while hes trying to make things right. I guess that was the thing making you to sit there and watching that slow damn show. Thank you hank for your creepy laugh making our face smile just a little bit in that drama. The show can be on top 5 but not 1. U can personally love it yourself and put it on top 1 but sadly ur the one of the under age audience. I still cant understand why this series has 10 9.9 rated episodes on it. Oh sorry i already know why actually. Less tiktok for all of yall.
21 May 2010,5.0,I have never seen a television show start out with such promise in its first season and then degrade so precipitously in its second.
2 August 2020,10.0,It's actually amazing how this show is great all the time..no matter how many times you watch it....I've seen it 3 times now..Greatest television ever made! 🙌🏾🙌🏾
22 May 2021,10.0,"Greatest show of all time, in every element. Nothing more to be said, since this series has left me speechless!"
2 September 2016,10.0,"The writers and producers of Breaking Bad cooked something new up. They turned on the stove, put on a big pot and mixed in an array of ingredients. They simmered some spices and flavors while frying up some chicken."
26 July 2020,10.0,"What is there to say that hasn't already been said? This is probably the best show that is in existence. None of the episodes I consider filler because all of the episodes have something important happening and character development. And boy that character development! Walt is probably one of the most relatable characters that I have ever seen. He's relatable because everyone feels what he yearns the whole series: finding his real purpose and make something out of his life. Of course it brings that to a huge extreme, but it only adds to how great the show is. Every episode has me hooked and stressful for every character all of the time.
There's an episode in season 4 that is called ""Crawl"" and the ending scene literally had me horrified for Walt and his family. I've never felt scared for a TV character that much before. I could go on about other characters like Jesse, Hank, Gus Fring, Saul Goodman, and other characters but I'll let you get surprised by watching it yourself.
If you love this show, also watch Better Call Saul since it is a prequel to this series. It's so good as well."
18 August 2016,10.0,"This is my first time reviewing a TV Show my previous reviews are from two Tom Hanks movies. Before, i don't watch a TV series mainly because it is too long and too many episodes. One day i saw Breaking Bad and saw its rating which is so High, This title makes me think, What makes it so highly rated and it is also in the most popular TV show even if it is ended. So i checked it online and binge watch it."
15 April 2020,10.0,"Best show on tv. Every actor, the script and direction. Everything is perfect about this show."
12 April 2010,10.0,Walter White (Bryan Cranston) is a high school chemistry teacher who seems trapped in his own life. He works part-time at a car wash and worries about money. His wife is pregnant and his son has cerebral palsy. In the midst of all this he is diagnosed with terminal lung cancer.
23 March 2009,10.0,"I'll start off this review by saying that I quite frankly, don't watch a whole lot of T.V. I've watched some shows, namely E.R, The Office, 30 Rock, and when I can rent them on DVD I find a good HBO series a good watch. That being said, this is the best T.V series I have watched. It feels almost like a friend, and Walter White is a character that I wish he was real so I could smack him out of the path he is going down."
3 September 2020,,"Jesse Deserves Death,,,,,, he must deserves death,,,,, you can't trust junkies"
7 November 2021,6.0,Overrated and overshadowed by Better Call Saul: too many forced points of 'smart' and 'experienced' characters doing stupid things just for plot purposes without any integrity to the actual story arcs or characters.
4 August 2018,1.0,"Can't believe how much hype there is around this show it's unbelievable!! And let me tell you that i gave it a really good chance! At this moment I'm on the second episode of the last season, but i just CAN NOT CONTINUE. This show is so so SO boring. There's like 2-3 times when something interesting actually happened, but I'm serious it is the most overrated series that i came across- skip this one!"
22 November 2022,9.0,"Great show to watch with the kids! This show has a few obscene scenes so i had to give the show 9 stars! Sorry! Some parts made me uncomfortable (Gus slitting that guys throat) but overall the story is great! You will laugh, cry, and throw your TV out the window and play in traffic but it's all worth it in the end. Breaking Bad is a show that has been praised for so long, and now that it has emerged again you can see that our future generation of youth shall be exposed to this great piece of fiction. And to the next and so on. This show deserves all it's praise. And in some situations I do not condone since I am a hardcore Christian, I cannot let that stop me from seeing great art. Thank you to all who made this unbeatable series. This show is the GOAT - Skimp xoxo."
23 July 2015,10.0,It is fascinating to read all these reviews of Breaking Bad from people who wondered if it would manage to maintain the same level of quality throughout the 2nd and 3rd season.
22 September 2012,10.0,"Cannot believe there are people on this review board giving BB 9 or 8 stars!! There is nothing in all my 36 years on earth that has ever compared to this show. It will go down in history as the best thing to ever hit the small or big screen. Bryan Cranston and Aaron Paul are two of the greatest actors on TV. Every actor on this show is top quality. Every character is relevant to the story and each character develops as the show continues. Just when you thought it couldn't get any better, the writers/producers throw in just a touch of comedy to break up the intensity, in the form of Saul Goodman. Pure brilliance. There is absolutely nothing that can be added or taken away to improve this show, as perfection cannot be improved on. After a few great TV series in the nineties, I had almost lost interest in TV dramas (and comedies) since then, then BB came along - this show is completely on another level, it's the Holy Grail of TV. My only criticism is that's all down hill from here - nothing will better or even equal this in our lifetime, nothing."
9 October 2020,10.0,This is the best show of all time and the best thing I've seen in a long time
14 December 2013,10.0,"Hype can kill some great things, and if you're yet to see AMC's Breaking Bad, this may happen. Breaking Bad has been held as the best thing to ever be put on television, but is it. My answer is it certainly is up there, action, acting and particularly characters. First the acting, Bryan Cranston's Walter White is comparable to Daniel Day-Lewis' Christy Brown, Heath Ledger's Joker, Tom Hanks' Forrest Gump as well as other acting greats. Facial expression is enough let alone the intense delivery of his lines. Newcomer Aaron Paul is superb as Jesse Pinkman, the junkie/independent meth cook, early on you may not be convinced that Paul can act, but give him a chance as well as the show can take a few episodes as this show is the character study of Walter White and how in different ways he went from top to bottom and bottom top at the same time, Dean Norris, Anna Gunn, Bob Odenkirk, Jesse Plemons and Giancarlo Esposito are particularly brilliant supporting characters (notably Esposito's haunting Gus Fring). The writing on this show is ON. Always ties in earlier episodes and even seasons, never neglects characters (Badger and Skinny Pete). The show's directing is certainly film standard with top directors like Rian Johnson coming in for an episode or two (Season 3's ""Fly"" was excellently shot and one of my favourite directing talents in TV). Each season has its particular qualities, Season 1's comedy, 2's sudden drama, 3's action, 4's intensity and 5's intensity/comedy/action/drama. Season 5 was the strongest season by far as each of the 16 episodes were television art. Character development and wondering whether you love or hate Walter White are the show's biggest strengths, on top of the exquisite writing, Breaking Bad is one of the greats"
26 January 2022,10.0,Breaking bad is simply the best tv show in the world and most would agree on that for several reasons. There are thousands of small details that are almost unseenable in the entire series but all put with so much effort. The characters are all unique in their own way. So yeah thats about it.
24 July 2015,10.0,"""Breaking Bad"" is one poignant, riveting, 60-hour long story of a single man's desperation. If you can make it past the first four episodes...you will simply find it addictive and hard to stop watching, once you understand the story's general premise. In fact, you'll have a marathon Netflix watching party, to the very end. "
16 February 2016,8.0,"The title sums up my review. Truly, a masterpiece of craftsmanship and proof that television is worth watching. I am (very) late to the game and finally joined Netflix to see what all the hype was about. While the premise didn't exactly appeal to me (female, professional, in my 40s) watching ""Breaking Bad"" was an eye-opener. Walter White is the ultimate everyman (everywoman)--a mild-mannered, unassertive individual who lacks a sense of opportunism and aggressiveness that has left him--a formerly brilliant scientific researcher who contributed to Nobel-quality research--with a mediocre job teaching at a public high school with barely enough money to pay the bills and to support his pregnant wife, disabled son, and soon-to-be-born daughter. He is also diagnosed with terminal cancer on top of that. Although he turns to manufacturing meth out of desperation, he slowly metamorphoses into a ruthless drug kingpin. It's the kind of life ordinary people fantasize about but don't have the conjones or brains to do. This series is a rollicking good time and I expect my life to be put on hold for about another month or two until I finish watching."
11 July 2011,,Yes this series had potentials. The reason I'm using past tense is because that the damage is unfixable. Unlike to other reviews that you will read i will stick to the essence of what people need to read and that is facts. 
11 November 2020,6.0,"The story is really ignoring many real-world things, that's why it works. Walt has several problems with communication, sometimes he could just say anything, while Jesse is simply a useless human being. Cannot like these characters. I have no idea why it has such a high rating. I'm almost at the end of the second season."
29 December 2014,1.0,"Best show in TV ever? Master Piece? Yeah, right! Its good, but its NOT THAT GOOD! Read so much about this show, got the whole 5 season to to find the critics were so off! First of all, the script was boring, dull and predictable. Terminally ill chemistry teacher X mid life crisis? A recipe for yawn! As for acting, to be fair, Bryan Cranston is good, better than Liev Schreiber in Ray Donovan, but definitely could not beat James Spader in Black List and Kevin Spacey as FU for the Golden Globe 2013! When I binge on the Black List and Utopia I wished everyday had 48 hours and wish it would never end. With Breaking Bad, after the first season I basically dozed through the second season and then just turning it on while working just for the heck of it."
23 May 2020,10.0,Couldn't ask anything better from this...totally in love with this series and I watched at least 3 times.
29 December 2020,10.0,"I watched this show for the first time in April of 2015. I binged through the whole show in - I kid you not - 6 days, and I haven't been able to get over it ever since. Not only did the stars align with this one; all the surrounding planets did so as well. It's kinda tricky recommending this because nothing will ever hold up to the perfection that is this show, so it could ruin it for other shows you might want to watch. Then again you can never take tomorrow for granted, and this is something you have to check off before you die!"
3 September 2018,10.0,"Bryan Cranston as Walter White and Aaron Paul as Jesse Pinkman are one of the most memorable team mates in TV history. To watch how they evolve from amateur rookies into fully fledged drug lords is an everlasting intense rollercoaster journey. During the entire series, there is no dull moment or timefillers. It is a constantly evolving story with so many twists, parallell storylines and fantastic casting of unforgettable characters that it is almost unreal. It cannot get better than this. I watched the entire series in 2015 and since then I have watched all of the well known series including Sopranos, Wire , GOT, Mad Men etc etc. And this really still stands out as the perfection of TV series still waiting to be topped, if ever."
1 October 2020,10.0,"By around 2008, two things had occurred: Hollywood had run out of any original ideas (see the 1990's movies) and crystal meth had popularly become a known drug for many people, replacing cocaine and other preferences. Most people did not get into it, but everyone had heard stories about common suburban professionals who were hooked on meth."
15 August 2020,10.0,"Perfect in all
The detailing
Performance
Writing
Camera work
Etc"
12 June 2021,10.0,Breaking bad isn't just about drugs and crime. The story is so good that you don't wanna miss one second of every scene in this series. The way they have developed the mane character is so perfect you have to se it for your self.
29 July 2021,10.0,"I'll just use one word for this series ""MASTERPIECE""."
23 December 2020,10.0,"Was my favorite show of all time when it aired. There hasn't been a show as good sense. Watched it again over the last few months and it's just as good today. Masterful storytelling, amazing acting, and beautifully shot."
24 August 2011,,"Re: episode 407: Everything continued to close in on Walter White in Sunday night's intense episode of Breaking Bad, in which the repercussions of our leading man's hubris the week before exploded heavily in almost every scene."
1 October 2021,7.0,Overall the show is great but there are some major issues with characters especially Hank's son and wife. It's amazing that they turn on him especially his wife and its ultimately what ruins him.
10 April 2020,1.0,"I honestly don't understand how this show appeales to so many people. It's INSANE to think that this title has 9,5 on imdb. The caracters are sooo boring and rude, i hate them. I hate this show. Period."
14 November 2022,9.0,"Absolutely incredible, a masterpiece of the greatest geniuses. I'm going to be objective, the work has some flaws, but they don't portray the quality behind it, I'm talking in particular about the beginning of season 5, until hank understands who walter is, I I found the season extremely boring (so from ep 1 to 9) I found it to be repetitive in terms of the plot compared to the last seasons. Despite this, this series is simply incredible, almost everything is perfect, the acting, the cinematography, the artistic direction, the characters more than moving, extremely endearing, an absolutely breathtaking end, a most original plot although redundant by moment, uk emotional shock has every episode, literally a masterpiece which for me is the series that comes closest to perfection."
12 June 2021,10.0,"Scam 1992 can go in the drain, this is the best show ever."
8 December 2020,10.0,"Say My Name. ..
I will fight . If You are A science student You Relate with The Chemistry Happening here ... Plot twists Are Best A must Watch Series"
